
% should be clean, placed into /athe/c/maize/data/palm/raw_data_from_palm/13r/reinventory/inventory.pl
%
% Kelly 13.3.2014

"06R300:W00I9106","06R0035:0003503","ee",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I9109","06R0035:0003506","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I9208","06R0047:0004707","fuzzy_cl",30,"v00","wade","01/14/2014 9:06:54" 
"06R300:W00I9214","06R0055:0005515","fuzzy_cl",22,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I9303","06R0103:0010307","ee",,"v00","wade","01/14/2014 9:06:54"
"06R300:W0I10305","06R0107:0010701","ee",,"v00","wade","01/14/2014 9:06:54"
"06R300:WI71.114","06R0015:0001511","fuzzy_cl",52,"v00","wade","01/14/2014 9:06:54"
"06R300:W112.104","06R0059:0005908","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W105.201","06R0112:0011206","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:WI71.111","06R0015:0001504","he",,"v00","wade","01/14/2014 9:06:54"
"06R400:M000I308","06R0097:0009706","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M000I309","06R0097:0009707","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0302","06R0087:0008709","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0306","06R0093:0009304","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0602","06R0040:0004003","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0605","06R0076:0007601","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0606","06R0104:0010405","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0607","06R0104:0010407","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0609","06R0076:0007608","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0610","06R0107:0010708","fuzzy_cl",5,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0615","06R0107:0010711","fuzzy_cl",1,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0903","06R0112:0011201","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0907","06R0112:0011205","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0909","06R0112:0011211","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I0914","06R0076:0007611","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1405","06R0076:0007614","fuzzy_cl",27,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1502","06R0076:0007616","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1510","06R0077:0007708","fuzzy_cl",18,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1801","06R0035:0003509","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1802","06R0111:0011104","fuzzy_cl",4,"v00","wade","01/14/2014 9:33:33"
